date,borough,mental_health,suicide,pm25,tmax,tmin,tmean,precip,windspeed,rh_max,month,weekday,is_weekend,heat_day
2024-07-02,Bronx,108,1,10.9,28.2,16.4,22.5,0.0,15.5,75,7,1,0,0
2024-07-02,Brooklyn,142,1,4.8,28.2,16.4,22.5,0.0,15.5,75,7,1,0,0
2024-07-02,Manhattan,121,2,7.35,28.2,16.4,22.5,0.0,15.5,75,7,1,0,0
2024-07-02,Queens,107,0,4.65,28.2,16.4,22.5,0.0,15.5,75,7,1,0,0
2024-07-05,Bronx,106,1,25.1,32.0,22.0,26.2,4.0,17.6,98,7,4,0,1
2024-07-05,Brooklyn,149,4,24.3,32.0,22.0,26.2,4.0,17.6,98,7,4,0,1
2024-07-05,Manhattan,104,2,26.46666666666667,32.0,22.0,26.2,4.0,17.6,98,7,4,0,1
2024-07-05,Queens,95,1,15.8,32.0,22.0,26.2,4.0,17.6,98,7,4,0,1
2024-07-08,Bronx,123,1,14.5,32.7,23.4,26.9,0.0,15.9,100,7,0,0,1
2024-07-08,Brooklyn,141,0,12.7,32.7,23.4,26.9,0.0,15.9,100,7,0,0,1
2024-07-08,Manhattan,121,0,13.5,32.7,23.4,26.9,0.0,15.9,100,7,0,0,1
2024-07-08,Queens,86,2,10.9,32.7,23.4,26.9,0.0,15.9,100,7,0,0,1
2024-07-11,Bronx,124,1,5.95,34.2,23.3,27.7,4.8,26.7,92,7,3,0,1
2024-07-11,Manhattan,160,2,5.133333333333333,34.2,23.3,27.7,4.8,26.7,92,7,3,0,1
2024-07-11,Queens,109,0,6.15,34.2,23.3,27.7,4.8,26.7,92,7,3,0,1
2024-07-12,Brooklyn,132,0,5.5,29.2,21.6,25.0,17.0,20.6,94,7,4,0,1
2024-07-14,Bronx,100,4,10.5,31.3,21.7,26.7,1.0,15.5,100,7,6,1,1
2024-07-14,Brooklyn,110,3,10.1,31.3,21.7,26.7,1.0,15.5,100,7,6,1,1
2024-07-14,Manhattan,118,3,10.299999999999999,31.3,21.7,26.7,1.0,15.5,100,7,6,1,1
2024-07-14,Queens,92,0,9.85,31.3,21.7,26.7,1.0,15.5,100,7,6,1,1
2024-07-17,Bronx,101,0,11.3,31.8,23.0,26.9,36.6,16.9,96,7,2,0,1
2024-07-17,Brooklyn,129,1,10.5,31.8,23.0,26.9,36.6,16.9,96,7,2,0,1
2024-07-17,Manhattan,153,1,11.1,31.8,23.0,26.9,36.6,16.9,96,7,2,0,1
2024-07-17,Queens,107,2,11.45,31.8,23.0,26.9,36.6,16.9,96,7,2,0,1
2024-07-20,Bronx,88,1,11.6,28.2,17.8,23.9,0.9,17.7,90,7,5,1,0
2024-07-20,Brooklyn,99,1,8.4,28.2,17.8,23.9,0.9,17.7,90,7,5,1,0
2024-07-20,Manhattan,127,0,9.466666666666667,28.2,17.8,23.9,0.9,17.7,90,7,5,1,0
2024-07-20,Queens,80,0,7.3,28.2,17.8,23.9,0.9,17.7,90,7,5,1,0
2024-07-23,Bronx,110,0,5.85,28.9,21.1,24.3,2.5,8.6,97,7,1,0,0
2024-07-23,Brooklyn,135,1,7.3,28.9,21.1,24.3,2.5,8.6,97,7,1,0,0
2024-07-23,Manhattan,132,2,7.5,28.9,21.1,24.3,2.5,8.6,97,7,1,0,0
2024-07-23,Queens,92,1,6.5,28.9,21.1,24.3,2.5,8.6,97,7,1,0,0
2024-07-26,Bronx,110,1,7.6,28.9,18.2,23.6,0.0,19.2,66,7,4,0,0
2024-07-26,Brooklyn,135,2,4.7,28.9,18.2,23.6,0.0,19.2,66,7,4,0,0
2024-07-26,Manhattan,145,0,5.0,28.9,18.2,23.6,0.0,19.2,66,7,4,0,0
2024-07-26,Queens,98,0,4.95,28.9,18.2,23.6,0.0,19.2,66,7,4,0,0
2024-07-29,Bronx,119,2,15.05,29.0,21.6,24.7,4.1,16.8,94,7,0,0,1
2024-07-29,Brooklyn,158,2,15.1,29.0,21.6,24.7,4.1,16.8,94,7,0,0,1
2024-07-29,Manhattan,114,2,14.833333333333334,29.0,21.6,24.7,4.1,16.8,94,7,0,0,1
2024-07-29,Queens,110,1,14.5,29.0,21.6,24.7,4.1,16.8,94,7,0,0,1
2024-08-01,Bronx,129,0,14.7,34.6,20.5,27.6,0.0,15.3,97,8,3,0,1
2024-08-01,Brooklyn,154,0,16.1,34.6,20.5,27.6,0.0,15.3,97,8,3,0,1
2024-08-01,Manhattan,122,3,14.05,34.6,20.5,27.6,0.0,15.3,97,8,3,0,1
2024-08-01,Queens,96,1,13.4,34.6,20.5,27.6,0.0,15.3,97,8,3,0,1
2024-08-04,Bronx,94,2,8.95,28.3,23.2,24.6,4.8,15.4,97,8,6,1,0
2024-08-04,Brooklyn,126,1,8.2,28.3,23.2,24.6,4.8,15.4,97,8,6,1,0
2024-08-04,Manhattan,125,2,8.799999999999999,28.3,23.2,24.6,4.8,15.4,97,8,6,1,0
2024-08-04,Queens,84,2,8.4,28.3,23.2,24.6,4.8,15.4,97,8,6,1,0
2024-08-07,Bronx,105,1,3.4,22.2,18.7,20.7,21.9,20.0,97,8,2,0,0
2024-08-07,Brooklyn,135,0,4.2,22.2,18.7,20.7,21.9,20.0,97,8,2,0,0
2024-08-07,Manhattan,139,2,5.8,22.2,18.7,20.7,21.9,20.0,97,8,2,0,0
2024-08-07,Queens,89,1,4.25,22.2,18.7,20.7,21.9,20.0,97,8,2,0,0
2024-08-10,Bronx,93,2,8.2,29.1,21.7,25.1,1.1,17.7,96,8,5,1,1
2024-08-10,Brooklyn,117,1,7.0,29.1,21.7,25.1,1.1,17.7,96,8,5,1,1
2024-08-10,Manhattan,109,0,7.166666666666667,29.1,21.7,25.1,1.1,17.7,96,8,5,1,1
2024-08-10,Queens,94,2,8.05,29.1,21.7,25.1,1.1,17.7,96,8,5,1,1
2024-08-13,Bronx,124,0,8.6,27.2,16.6,21.6,0.0,13.2,87,8,1,0,0
2024-08-13,Brooklyn,142,2,6.9,27.2,16.6,21.6,0.0,13.2,87,8,1,0,0
2024-08-13,Manhattan,149,1,5.85,27.2,16.6,21.6,0.0,13.2,87,8,1,0,0
2024-08-13,Queens,108,2,6.65,27.2,16.6,21.6,0.0,13.2,87,8,1,0,0
2024-08-16,Bronx,115,1,18.35,30.0,18.8,24.1,0.0,17.1,96,8,4,0,0
2024-08-16,Brooklyn,125,0,16.5,30.0,18.8,24.1,0.0,17.1,96,8,4,0,0
2024-08-16,Manhattan,114,1,16.933333333333334,30.0,18.8,24.1,0.0,17.1,96,8,4,0,0
2024-08-16,Queens,93,1,16.75,30.0,18.8,24.1,0.0,17.1,96,8,4,0,0
2024-08-19,Bronx,118,0,6.3,28.2,19.0,22.8,10.2,19.7,98,8,0,0,0
2024-08-19,Brooklyn,142,0,6.2,28.2,19.0,22.8,10.2,19.7,98,8,0,0,0
2024-08-19,Manhattan,116,2,4.949999999999999,28.2,19.0,22.8,10.2,19.7,98,8,0,0,0
2024-08-19,Queens,105,0,5.65,28.2,19.0,22.8,10.2,19.7,98,8,0,0,0
2024-08-22,Bronx,119,0,5.95,24.4,13.2,19.1,0.0,17.1,84,8,3,0,0
2024-08-22,Brooklyn,135,0,4.7,24.4,13.2,19.1,0.0,17.1,84,8,3,0,0
2024-08-22,Manhattan,130,2,5.0,24.4,13.2,19.1,0.0,17.1,84,8,3,0,0
2024-08-22,Queens,90,0,5.0,24.4,13.2,19.1,0.0,17.1,84,8,3,0,0
2024-08-25,Bronx,74,3,14.8,29.9,16.8,23.1,0.2,16.1,89,8,6,1,0
2024-08-25,Brooklyn,105,2,22.6,29.9,16.8,23.1,0.2,16.1,89,8,6,1,0
2024-08-25,Manhattan,96,2,13.35,29.9,16.8,23.1,0.2,16.1,89,8,6,1,0
2024-08-25,Queens,85,1,13.25,29.9,16.8,23.1,0.2,16.1,89,8,6,1,0
2024-08-28,Bronx,119,1,12.3,33.3,21.5,27.0,0.0,15.4,91,8,2,0,1
2024-08-28,Brooklyn,132,0,12.1,33.3,21.5,27.0,0.0,15.4,91,8,2,0,1
2024-08-28,Manhattan,138,1,11.766666666666666,33.3,21.5,27.0,0.0,15.4,91,8,2,0,1
2024-08-28,Queens,90,3,12.45,33.3,21.5,27.0,0.0,15.4,91,8,2,0,1
2024-08-31,Bronx,79,0,4.9,25.5,17.3,21.6,0.8,16.4,96,8,5,1,0
2024-08-31,Brooklyn,127,4,4.9,25.5,17.3,21.6,0.8,16.4,96,8,5,1,0
2024-08-31,Manhattan,101,2,5.800000000000001,25.5,17.3,21.6,0.8,16.4,96,8,5,1,0
2024-08-31,Queens,73,1,4.5,25.5,17.3,21.6,0.8,16.4,96,8,5,1,0
2024-09-03,Bronx,103,0,3.15,22.6,12.4,17.6,0.0,15.6,79,9,1,0,0
2024-09-03,Brooklyn,118,1,3.7,22.6,12.4,17.6,0.0,15.6,79,9,1,0,0
2024-09-03,Manhattan,121,5,4.3,22.6,12.4,17.6,0.0,15.6,79,9,1,0,0
2024-09-03,Queens,90,2,3.95,22.6,12.4,17.6,0.0,15.6,79,9,1,0,0
2024-09-06,Bronx,120,0,4.8,26.5,14.4,20.0,0.0,17.0,97,9,4,0,0
2024-09-06,Brooklyn,134,4,5.8,26.5,14.4,20.0,0.0,17.0,97,9,4,0,0
2024-09-06,Manhattan,129,4,6.1,26.5,14.4,20.0,0.0,17.0,97,9,4,0,0
2024-09-06,Queens,116,0,5.45,26.5,14.4,20.0,0.0,17.0,97,9,4,0,0
2024-09-09,Bronx,118,2,4.05,24.5,11.3,18.1,0.0,18.9,73,9,0,0,0
2024-09-09,Brooklyn,146,0,4.5,24.5,11.3,18.1,0.0,18.9,73,9,0,0,0
2024-09-09,Manhattan,130,2,4.6000000000000005,24.5,11.3,18.1,0.0,18.9,73,9,0,0,0
2024-09-09,Queens,97,1,4.35,24.5,11.3,18.1,0.0,18.9,73,9,0,0,0
2024-09-12,Bronx,132,1,6.7,26.1,14.4,19.4,0.0,15.0,100,9,3,0,0
2024-09-12,Brooklyn,135,2,7.8,26.1,14.4,19.4,0.0,15.0,100,9,3,0,0
2024-09-12,Manhattan,149,0,7.85,26.1,14.4,19.4,0.0,15.0,100,9,3,0,0
2024-09-12,Queens,96,1,7.0,26.1,14.4,19.4,0.0,15.0,100,9,3,0,0
2024-09-15,Bronx,84,1,7.8999999999999995,27.5,14.9,20.7,0.0,17.0,96,9,6,1,0
2024-09-15,Brooklyn,107,2,7.8,27.5,14.9,20.7,0.0,17.0,96,9,6,1,0
2024-09-15,Manhattan,125,4,8.133333333333333,27.5,14.9,20.7,0.0,17.0,96,9,6,1,0
2024-09-15,Queens,68,1,7.95,27.5,14.9,20.7,0.0,17.0,96,9,6,1,0
2024-09-18,Bronx,140,2,6.5,23.5,17.9,20.4,0.2,15.2,94,9,2,0,0
2024-09-18,Brooklyn,151,0,6.2,23.5,17.9,20.4,0.2,15.2,94,9,2,0,0
2024-09-18,Manhattan,151,1,7.45,23.5,17.9,20.4,0.2,15.2,94,9,2,0,0
2024-09-18,Queens,96,0,6.2,23.5,17.9,20.4,0.2,15.2,94,9,2,0,0
2024-09-21,Bronx,105,0,4.15,26.4,15.2,19.9,0.0,16.0,90,9,5,1,0
2024-09-21,Brooklyn,123,2,4.3,26.4,15.2,19.9,0.0,16.0,90,9,5,1,0
2024-09-21,Manhattan,108,1,5.35,26.4,15.2,19.9,0.0,16.0,90,9,5,1,0
2024-09-21,Queens,96,1,7.15,26.4,15.2,19.9,0.0,16.0,90,9,5,1,0
2024-09-24,Bronx,139,1,3.6,19.6,13.4,16.9,0.2,15.9,86,9,1,0,0
2024-09-24,Brooklyn,137,3,4.3,19.6,13.4,16.9,0.2,15.9,86,9,1,0,0
2024-09-24,Manhattan,133,1,4.7,19.6,13.4,16.9,0.2,15.9,86,9,1,0,0
2024-09-24,Queens,89,1,5.05,19.6,13.4,16.9,0.2,15.9,86,9,1,0,0
2024-09-27,Bronx,113,2,3.7,22.1,18.6,20.2,0.8,14.0,100,9,4,0,0
2024-09-27,Brooklyn,129,2,4.7,22.1,18.6,20.2,0.8,14.0,100,9,4,0,0
2024-09-27,Manhattan,126,0,5.1,22.1,18.6,20.2,0.8,14.0,100,9,4,0,0
2024-09-27,Queens,103,0,4.0,22.1,18.6,20.2,0.8,14.0,100,9,4,0,0
2024-09-28,Manhattan,117,0,3.0,20.0,16.2,18.1,7.6,21.5,90,9,5,1,0
2024-09-30,Bronx,120,1,3.6,22.1,14.4,18.0,0.0,17.7,94,9,0,0,0
2024-09-30,Brooklyn,139,1,4.3,22.1,14.4,18.0,0.0,17.7,94,9,0,0,0
2024-09-30,Manhattan,128,1,4.5,22.1,14.4,18.0,0.0,17.7,94,9,0,0,0
2024-09-30,Queens,89,1,3.95,22.1,14.4,18.0,0.0,17.7,94,9,0,0,0
2024-10-03,Bronx,94,3,5.449999999999999,22.4,14.7,17.7,0.1,14.3,95,10,3,0,0
2024-10-03,Brooklyn,129,0,6.5,22.4,14.7,17.7,0.1,14.3,95,10,3,0,0
2024-10-03,Manhattan,120,0,4.3999999999999995,22.4,14.7,17.7,0.1,14.3,95,10,3,0,0
2024-10-03,Queens,92,0,6.1,22.4,14.7,17.7,0.1,14.3,95,10,3,0,0
2024-10-06,Bronx,94,0,4.3,22.0,10.4,16.1,0.0,16.5,87,10,6,1,0
2024-10-06,Brooklyn,137,3,5.2,22.0,10.4,16.1,0.0,16.5,87,10,6,1,0
2024-10-06,Manhattan,108,0,5.4,22.0,10.4,16.1,0.0,16.5,87,10,6,1,0
2024-10-06,Queens,91,1,4.800000000000001,22.0,10.4,16.1,0.0,16.5,87,10,6,1,0
2024-10-09,Bronx,134,0,3.65,19.4,9.3,14.7,0.0,21.9,87,10,2,0,0
2024-10-09,Brooklyn,166,4,4.2,19.4,9.3,14.7,0.0,21.9,87,10,2,0,0
2024-10-09,Manhattan,127,0,4.5,19.4,9.3,14.7,0.0,21.9,87,10,2,0,0
2024-10-09,Queens,112,1,4.4,19.4,9.3,14.7,0.0,21.9,87,10,2,0,0
2024-10-12,Bronx,98,2,4.1,22.5,11.5,17.3,0.0,22.4,58,10,5,1,0
2024-10-12,Brooklyn,123,1,5.3,22.5,11.5,17.3,0.0,22.4,58,10,5,1,0
2024-10-12,Manhattan,113,9,5.25,22.5,11.5,17.3,0.0,22.4,58,10,5,1,0
2024-10-12,Queens,67,0,5.1,22.5,11.5,17.3,0.0,22.4,58,10,5,1,0
2024-10-15,Bronx,105,2,2.1,14.4,5.5,9.6,0.1,19.7,78,10,1,0,0
2024-10-15,Brooklyn,137,1,2.3,14.4,5.5,9.6,0.1,19.7,78,10,1,0,0
2024-10-15,Manhattan,130,0,2.466666666666667,14.4,5.5,9.6,0.1,19.7,78,10,1,0,0
2024-10-15,Queens,106,1,2.4,14.4,5.5,9.6,0.1,19.7,78,10,1,0,0
2024-10-18,Bronx,128,2,4.0,19.0,7.1,12.1,0.0,18.6,71,10,4,0,0
2024-10-18,Brooklyn,151,4,5.1,19.0,7.1,12.1,0.0,18.6,71,10,4,0,0
2024-10-18,Manhattan,143,1,5.35,19.0,7.1,12.1,0.0,18.6,71,10,4,0,0
2024-10-18,Queens,110,0,6.2,19.0,7.1,12.1,0.0,18.6,71,10,4,0,0
2024-10-21,Bronx,116,1,11.5,27.1,8.4,17.5,0.0,12.2,87,10,0,0,0
2024-10-21,Brooklyn,151,3,12.7,27.1,8.4,17.5,0.0,12.2,87,10,0,0,0
2024-10-21,Manhattan,144,1,13.533333333333333,27.1,8.4,17.5,0.0,12.2,87,10,0,0,0
2024-10-21,Queens,114,1,13.55,27.1,8.4,17.5,0.0,12.2,87,10,0,0,0
2024-10-24,Brooklyn,138,2,5.9,20.2,10.5,15.9,0.1,23.9,72,10,3,0,0
2024-10-24,Manhattan,138,1,5.9,20.2,10.5,15.9,0.1,23.9,72,10,3,0,0
2024-10-24,Queens,108,2,5.55,20.2,10.5,15.9,0.1,23.9,72,10,3,0,0
2024-10-27,Bronx,102,3,3.2,14.4,5.1,9.2,0.0,17.1,78,10,6,1,0
2024-10-27,Brooklyn,112,1,2.8,14.4,5.1,9.2,0.0,17.1,78,10,6,1,0
2024-10-27,Manhattan,122,1,2.8666666666666667,14.4,5.1,9.2,0.0,17.1,78,10,6,1,0
2024-10-27,Queens,83,2,2.65,14.4,5.1,9.2,0.0,17.1,78,10,6,1,0
2024-10-30,Bronx,135,2,12.4,25.7,11.3,17.3,0.0,13.9,100,10,2,0,0
2024-10-30,Brooklyn,157,3,12.1,25.7,11.3,17.3,0.0,13.9,100,10,2,0,0
2024-10-30,Manhattan,136,1,12.1,25.7,11.3,17.3,0.0,13.9,100,10,2,0,0
2024-10-30,Queens,116,0,11.55,25.7,11.3,17.3,0.0,13.9,100,10,2,0,0
2024-11-02,Bronx,109,0,1.9,15.7,7.2,11.8,0.0,18.8,63,11,5,1,0
2024-11-02,Brooklyn,133,1,2.5,15.7,7.2,11.8,0.0,18.8,63,11,5,1,0
2024-11-02,Manhattan,136,2,3.0666666666666664,15.7,7.2,11.8,0.0,18.8,63,11,5,1,0
2024-11-02,Queens,91,2,2.65,15.7,7.2,11.8,0.0,18.8,63,11,5,1,0
2024-11-05,Bronx,102,2,8.2,22.4,9.4,15.9,0.0,19.5,96,11,1,0,0
2024-11-05,Brooklyn,123,1,9.6,22.4,9.4,15.9,0.0,19.5,96,11,1,0,0
2024-11-05,Manhattan,146,2,8.7,22.4,9.4,15.9,0.0,19.5,96,11,1,0,0
2024-11-05,Queens,106,1,7.55,22.4,9.4,15.9,0.0,19.5,96,11,1,0,0
2024-11-08,Bronx,114,1,4.75,20.4,7.2,13.5,0.0,26.7,86,11,4,0,0
2024-11-08,Brooklyn,151,1,4.3,20.4,7.2,13.5,0.0,26.7,86,11,4,0,0
2024-11-08,Manhattan,140,2,4.366666666666666,20.4,7.2,13.5,0.0,26.7,86,11,4,0,0
2024-11-08,Queens,105,3,7.1,20.4,7.2,13.5,0.0,26.7,86,11,4,0,0
2024-11-11,Bronx,92,1,9.5,20.6,11.4,15.5,2.9,25.1,94,11,0,0,0
2024-11-11,Brooklyn,119,1,5.0,20.6,11.4,15.5,2.9,25.1,94,11,0,0,0
2024-11-11,Manhattan,118,2,4.95,20.6,11.4,15.5,2.9,25.1,94,11,0,0,0
2024-11-11,Queens,110,1,4.8,20.6,11.4,15.5,2.9,25.1,94,11,0,0,0
2024-11-14,Bronx,117,0,3.75,7.8,1.5,4.9,0.0,10.5,68,11,3,0,0
2024-11-14,Brooklyn,118,1,4.8,7.8,1.5,4.9,0.0,10.5,68,11,3,0,0
2024-11-14,Manhattan,117,4,4.833333333333333,7.8,1.5,4.9,0.0,10.5,68,11,3,0,0
2024-11-14,Queens,99,1,4.65,7.8,1.5,4.9,0.0,10.5,68,11,3,0,0
2024-11-17,Bronx,99,0,13.2,18.1,6.7,11.5,0.0,14.1,50,11,6,1,0
2024-11-17,Brooklyn,127,1,9.7,18.1,6.7,11.5,0.0,14.1,50,11,6,1,0
2024-11-17,Manhattan,124,1,11.7,18.1,6.7,11.5,0.0,14.1,50,11,6,1,0
2024-11-17,Queens,86,0,15.2,18.1,6.7,11.5,0.0,14.1,50,11,6,1,0
2024-11-20,Bronx,112,1,8.0,15.8,7.7,11.8,0.0,13.2,75,11,2,0,0
2024-11-20,Brooklyn,152,1,7.3,15.8,7.7,11.8,0.0,13.2,75,11,2,0,0
2024-11-20,Manhattan,125,5,8.333333333333334,15.8,7.7,11.8,0.0,13.2,75,11,2,0,0
2024-11-20,Queens,100,2,5.9,15.8,7.7,11.8,0.0,13.2,75,11,2,0,0
2024-11-23,Bronx,91,1,2.6,8.8,2.5,5.9,0.7,26.0,96,11,5,1,0
2024-11-23,Manhattan,118,0,3.45,8.8,2.5,5.9,0.7,26.0,96,11,5,1,0
2024-11-23,Queens,80,1,2.6500000000000004,8.8,2.5,5.9,0.7,26.0,96,11,5,1,0
2024-11-26,Bronx,116,1,6.199999999999999,14.6,6.2,10.5,3.5,15.1,96,11,1,0,0
2024-11-26,Manhattan,134,0,6.366666666666667,14.6,6.2,10.5,3.5,15.1,96,11,1,0,0
2024-11-26,Queens,111,1,6.15,14.6,6.2,10.5,3.5,15.1,96,11,1,0,0
2024-11-29,Bronx,76,1,4.4,7.7,1.0,3.8,0.4,18.4,88,11,4,0,0
2024-11-29,Brooklyn,98,1,4.5,7.7,1.0,3.8,0.4,18.4,88,11,4,0,0
2024-11-29,Manhattan,121,1,5.25,7.7,1.0,3.8,0.4,18.4,88,11,4,0,0
2024-11-29,Queens,88,0,3.9,7.7,1.0,3.8,0.4,18.4,88,11,4,0,0
2024-12-02,Bronx,105,1,5.1,4.0,-2.4,-0.1,0.0,10.5,73,12,0,0,0
2024-12-02,Brooklyn,142,1,5.2,4.0,-2.4,-0.1,0.0,10.5,73,12,0,0,0
2024-12-02,Manhattan,135,2,5.666666666666667,4.0,-2.4,-0.1,0.0,10.5,73,12,0,0,0
2024-12-02,Queens,105,1,6.699999999999999,4.0,-2.4,-0.1,0.0,10.5,73,12,0,0,0
2024-12-05,Bronx,107,0,6.0,4.6,-0.1,2.1,3.2,27.8,88,12,3,0,0
2024-12-05,Brooklyn,135,1,6.7,4.6,-0.1,2.1,3.2,27.8,88,12,3,0,0
2024-12-05,Manhattan,126,0,6.45,4.6,-0.1,2.1,3.2,27.8,88,12,3,0,0
2024-12-05,Queens,99,1,6.0,4.6,-0.1,2.1,3.2,27.8,88,12,3,0,0
2024-12-08,Bronx,101,0,6.5,11.1,1.5,5.7,0.0,20.3,72,12,6,1,0
2024-12-08,Brooklyn,107,4,6.0,11.1,1.5,5.7,0.0,20.3,72,12,6,1,0
2024-12-08,Manhattan,110,0,6.433333333333334,11.1,1.5,5.7,0.0,20.3,72,12,6,1,0
2024-12-08,Queens,79,1,5.2,11.1,1.5,5.7,0.0,20.3,72,12,6,1,0
2024-12-11,Brooklyn,154,1,4.7,15.9,5.1,12.6,35.5,23.9,100,12,2,0,0
2024-12-11,Manhattan,133,1,5.4,15.9,5.1,12.6,35.5,23.9,100,12,2,0,0
2024-12-11,Queens,88,0,4.35,15.9,5.1,12.6,35.5,23.9,100,12,2,0,0
2024-12-14,Bronx,86,0,5.2,0.7,-5.4,-2.5,0.0,8.1,70,12,5,1,0
2024-12-14,Brooklyn,101,0,4.1,0.7,-5.4,-2.5,0.0,8.1,70,12,5,1,0
2024-12-14,Manhattan,91,0,5.133333333333334,0.7,-5.4,-2.5,0.0,8.1,70,12,5,1,0
2024-12-14,Queens,81,1,4.6,0.7,-5.4,-2.5,0.0,8.1,70,12,5,1,0
2024-12-17,Brooklyn,136,1,4.8,14.6,7.0,10.5,2.3,16.2,97,12,1,0,0
2024-12-17,Manhattan,128,1,5.25,14.6,7.0,10.5,2.3,16.2,97,12,1,0,0
2024-12-17,Queens,109,0,5.75,14.6,7.0,10.5,2.3,16.2,97,12,1,0,0
2024-12-20,Bronx,123,0,4.0,2.5,-1.0,0.8,1.9,14.2,89,12,4,0,0
2024-12-20,Brooklyn,124,1,4.0,2.5,-1.0,0.8,1.9,14.2,89,12,4,0,0
2024-12-20,Manhattan,116,3,4.5,2.5,-1.0,0.8,1.9,14.2,89,12,4,0,0
2024-12-20,Queens,86,0,3.1500000000000004,2.5,-1.0,0.8,1.9,14.2,89,12,4,0,0
2024-12-23,Bronx,81,1,5.9,-3.7,-14.4,-9.5,0.0,10.4,70,12,0,0,0
2024-12-23,Brooklyn,128,0,5.7,-3.7,-14.4,-9.5,0.0,10.4,70,12,0,0,0
2024-12-23,Manhattan,97,2,6.5,-3.7,-14.4,-9.5,0.0,10.4,70,12,0,0,0
2024-12-23,Queens,84,0,5.6,-3.7,-14.4,-9.5,0.0,10.4,70,12,0,0,0
2024-12-26,Bronx,104,1,9.8,-0.2,-7.9,-4.9,0.0,8.7,80,12,3,0,0
2024-12-26,Brooklyn,102,1,11.1,-0.2,-7.9,-4.9,0.0,8.7,80,12,3,0,0
2024-12-26,Manhattan,102,0,10.233333333333333,-0.2,-7.9,-4.9,0.0,8.7,80,12,3,0,0
2024-12-26,Queens,79,1,11.3,-0.2,-7.9,-4.9,0.0,8.7,80,12,3,0,0
2024-12-29,Bronx,115,1,8.5,15.4,4.6,9.7,2.5,22.7,100,12,6,1,0
2024-12-29,Brooklyn,125,0,6.6,15.4,4.6,9.7,2.5,22.7,100,12,6,1,0
2024-12-29,Manhattan,99,1,7.75,15.4,4.6,9.7,2.5,22.7,100,12,6,1,0
2024-12-29,Queens,95,0,6.2,15.4,4.6,9.7,2.5,22.7,100,12,6,1,0
